category,price_inr_mean,price_inr_median,price_inr_std,price_inr_min,price_inr_max,rating_mean,rating_median,rating_std,rating_min,rating_max,rating_count_mean,rating_count_median,rating_count_std,rating_count_min,rating_count_max
Indian Starter,224.38,280.0,111.02,80.0,330.0,4.41,4.55,0.46,3.6,5.0,34.0,12.5,45.9,2,124
Indian Starters,304.69,315.0,58.11,150.0,375.0,4.65,4.8,0.29,4.1,5.0,25.69,17.0,30.98,2,117
Indian Starters Large,406.25,405.0,14.36,390.0,425.0,4.08,4.7,1.48,1.9,5.0,5.25,5.5,0.96,4,6
Indian Starters Small,306.67,320.0,20.66,280.0,320.0,4.23,4.2,0.38,3.8,4.8,21.83,12.5,25.51,7,73
Indian Style,206.67,190.0,43.67,160.0,270.0,4.67,4.8,0.37,4.2,5.0,9.67,3.5,15.36,3,41
Indian Tawa Paratha,141.0,143.0,5.42,133.0,145.0,4.2,4.35,0.41,3.6,4.5,12.75,13.5,7.32,5,19
Indian Thali,372.5,345.0,57.16,340.0,485.0,4.5,4.6,0.33,3.9,4.8,65.17,9.5,105.11,5,268
Indian Traditional Chicken,306.57,298.0,22.68,298.0,358.0,4.2,4.2,0.64,3.3,4.9,41.0,7.0,93.51,3,253
Indian Traditional Dal & Vegetable,241.43,238.0,66.35,118.0,298.0,4.17,4.4,0.91,2.4,5.0,11.86,4.0,12.85,3,38
Indian Traditional Egg,178.0,178.0,,178.0,178.0,4.7,4.7,,4.7,4.7,3.0,3.0,,3,3
Indian Traditional Fish & Prawn,268.0,268.0,42.43,238.0,298.0,3.5,3.5,2.12,2.0,5.0,9.0,9.0,5.66,5,13
Indian Traditional Mutton,418.0,418.0,,418.0,418.0,5.0,5.0,,5.0,5.0,34.0,34.0,,34,34
Indian Veg,229.03,230.0,44.37,140.0,280.0,4.21,4.2,0.65,2.7,5.0,42.65,15.0,74.17,2,313
Indian Veg Gravy,235.45,220.0,44.01,170.0,285.0,4.2,4.5,0.8,2.6,5.0,28.82,18.0,29.72,3,91
Indian main course,217.5,252.5,136.05,25.0,340.0,4.22,4.3,0.81,3.3,5.0,8.25,7.0,5.56,3,16
Indian-breads,77.86,65.0,46.8,35.0,175.0,3.57,3.6,1.25,2.0,5.0,6.43,4.0,4.12,3,14
Indie Chini,280.0,285.0,29.37,230.0,330.0,4.57,4.7,0.36,3.9,5.0,86.44,63.0,79.95,2,211
Indie Wraps,277.1,259.0,41.43,249.0,349.0,3.82,4.0,1.04,1.6,5.0,3.57,3.0,2.11,1,9
Indo Chinese,195.43,199.0,26.49,139.0,229.0,4.62,4.6,0.22,4.1,5.0,33.79,21.0,49.1,5,197
Indo Chinese ,203.33,190.0,32.15,180.0,240.0,4.83,4.9,0.21,4.6,5.0,8.0,4.0,7.81,3,17
Indulge,168.64,168.64,0.0,168.64,168.64,4.27,4.6,1.07,1.9,4.9,11.0,8.0,8.93,4,30
International Blends,269.0,269.0,,269.0,269.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3,3
International Wraps,229.65,229.0,10.2,219.0,249.0,4.21,4.35,0.74,1.5,5.0,4.65,3.0,3.65,1,14
Intox,168.64,168.64,0.0,168.64,168.64,4.9,4.9,0.14,4.8,5.0,10.5,10.5,0.71,10,11
Irresistible Eclairs,567.62,567.62,0.0,567.62,567.62,4.2,4.4,0.44,3.7,4.5,12.0,11.0,2.65,10,15
Italian,481.67,450.0,106.11,395.0,600.0,3.77,3.8,0.65,3.1,4.4,6.33,4.0,4.93,3,12
Italian Pasta,170.0,170.0,,170.0,170.0,3.8,3.8,,3.8,3.8,2.0,2.0,,2,2
Italiano Pizza,253.33,270.0,28.87,220.0,270.0,4.43,4.4,0.25,4.2,4.7,6.33,4.0,4.93,3,12
Items Under Rs 89,50.0,50.0,,50.0,50.0,3.9,3.9,,3.9,3.9,7.0,7.0,,7,7
JAPANESE/KOREAN,476.67,506.0,108.86,275.0,638.0,4.35,4.4,0.48,3.3,5.0,12.57,12.0,9.67,3,45
JK Classic Burgers,75.0,75.0,,75.0,75.0,4.5,4.5,,4.5,4.5,41.0,41.0,,41,41
JK Signature Burgers,189.0,209.0,34.64,149.0,209.0,4.33,4.3,0.25,4.1,4.6,5.0,5.0,4.0,1,9
Jain Food,203.17,194.5,59.6,120.0,300.0,3.6,3.75,0.59,2.7,4.2,18.0,10.0,15.82,4,44
Jain Food (without Onion Garlic),174.92,209.0,68.64,21.0,249.0,4.66,4.7,0.24,4.1,5.0,25.75,22.0,15.83,3,66
Jain Main Course,350.0,350.0,,350.0,350.0,4.3,4.3,,4.3,4.3,5.0,5.0,,5,5
Jain Menu,280.0,280.0,,280.0,280.0,4.3,4.3,,4.3,4.3,11.0,11.0,,11,11
Jain Selection,216.25,205.0,37.94,185.0,270.0,4.03,4.05,1.13,3.0,5.0,2.75,2.5,1.71,1,5
Jain Special,251.2,295.0,125.4,66.0,400.0,4.4,4.2,0.47,3.9,5.0,6.4,4.0,7.2,1,19
Jain Special Category,102.0,95.0,15.65,95.0,130.0,4.46,4.3,0.27,4.2,4.8,3.2,3.0,2.28,1,7
Jalebi,52.0,52.0,,52.0,52.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4,4
Jalebi / Imarti,163.0,159.0,42.3,100.0,230.0,4.35,4.35,0.49,3.6,5.0,35.17,4.0,75.39,3,189
Jamai Bhoj,745.0,745.0,35.36,720.0,770.0,4.15,4.15,0.07,4.1,4.2,1.5,1.5,0.71,1,2
Janata Meal,149.0,149.0,0.0,149.0,149.0,4.45,4.45,0.07,4.4,4.5,25.0,25.0,7.07,20,30
Janmashtami Special Falahari Namkeen,240.5,240.5,41.72,211.0,270.0,4.15,4.15,0.35,3.9,4.4,2.5,2.5,0.71,2,3
Janmashtami Special Falahari Sweets,228.75,228.75,,228.75,228.75,4.5,4.5,,4.5,4.5,3.0,3.0,,3,3
Japanese Ramen,400.0,400.0,,400.0,400.0,3.3,3.3,,3.3,3.3,3.0,3.0,,3,3
Japenese Matcha Green Latte,150.0,150.0,,150.0,150.0,4.1,4.1,,4.1,4.1,4.0,4.0,,4,4
Jar,273.09,280.0,42.19,200.0,350.0,4.55,4.7,0.44,2.4,5.0,40.78,16.0,65.5,1,539
Jar Cake,240.81,259.0,44.47,149.0,279.0,4.19,4.25,0.68,2.7,5.0,5.28,4.0,3.93,1,14
Jar Cake.,143.73,119.0,38.96,99.0,259.0,4.12,4.2,0.56,2.2,5.0,16.71,9.0,20.86,1,95
Jar Cakes,190.5,203.5,29.21,149.0,219.0,4.27,4.3,0.19,4.0,4.5,72.0,52.5,76.61,5,218
Jars,265.0,265.0,,265.0,265.0,4.4,4.4,,4.4,4.4,26.0,26.0,,26,26
Jelly / Fruit salad / Sweets,220.0,250.0,88.88,120.0,290.0,4.87,5.0,0.23,4.6,5.0,9.0,5.0,6.93,5,17
Jhol Momo,175.0,175.0,35.36,150.0,200.0,3.95,3.95,1.06,3.2,4.7,5.0,5.0,2.83,3,7
Jolbhara / Talsash,150.0,140.0,55.68,100.0,210.0,4.27,4.3,0.25,4.0,4.5,15.67,12.0,11.93,6,29
Jugalbandi Slice Kulfi,186.44,186.44,0.0,186.44,186.44,4.85,4.9,0.23,4.3,5.0,30.82,7.0,38.68,2,102
Juice,125.8,130.0,39.26,45.0,190.0,3.99,4.2,0.73,1.7,5.0,9.04,6.0,13.1,1,62
Juice Items,182.14,165.0,51.22,125.0,250.0,4.43,4.9,0.77,3.1,5.0,31.29,16.0,32.64,5,99
Juice and mocktails,60.0,60.0,,60.0,60.0,4.6,4.6,,4.6,4.6,4.0,4.0,,4,4
Juices,136.88,150.0,48.45,20.0,230.0,4.44,4.7,0.55,3.1,5.0,35.45,23.0,45.33,4,192
Juices & Shakes,110.0,130.0,39.05,65.0,135.0,4.9,5.0,0.17,4.7,5.0,6.33,5.0,3.21,4,10
Junior Burger,97.67,108.0,28.92,65.0,120.0,4.4,4.2,0.35,4.2,4.8,45.33,35.0,41.48,10,91
Just Bites,70.0,70.0,14.14,60.0,80.0,3.25,3.25,1.34,2.3,4.2,8.5,8.5,7.78,3,14
Juzeup,140.0,140.0,0.0,140.0,140.0,4.5,4.5,0.28,4.3,4.7,4.0,4.0,2.83,2,6
Kaati Zone Combos,519.0,519.0,,519.0,519.0,3.0,3.0,,3.0,3.0,1.0,1.0,,1,1
Kabab,319.44,329.5,68.82,205.0,429.0,4.39,4.45,0.43,3.5,5.0,29.62,20.5,31.83,6,123
Kabab & Kanti,450.0,475.0,64.03,355.0,495.0,4.1,4.15,0.32,3.7,4.4,67.0,21.5,94.05,17,208
Kabab Keema,209.0,209.0,,209.0,209.0,4.6,4.6,,4.6,4.6,263.0,263.0,,263,263
Kabab.[O],349.0,299.0,141.42,249.0,599.0,3.94,3.5,0.8,3.2,5.0,2.8,2.0,1.64,1,5
Kababi Shaan,129.0,129.0,,129.0,129.0,4.5,4.5,,4.5,4.5,36.0,36.0,,36,36
Kabiraji Cutlet,230.0,235.0,26.83,200.0,260.0,4.3,4.2,0.39,3.9,4.8,69.33,48.5,70.06,7,203
Kachori,71.88,77.5,30.1,32.5,100.0,4.32,4.3,0.22,4.1,4.6,305.25,315.0,299.38,4,587
Kachori King Combos,172.5,117.5,116.28,64.0,398.0,4.24,4.3,0.34,3.7,4.7,36.3,21.0,42.13,5,141
Kadai Special,364.0,360.0,6.93,360.0,372.0,3.9,4.4,1.14,2.6,4.7,35.0,20.0,40.63,4,81
Kadais,377.5,377.5,10.61,370.0,385.0,4.5,4.5,0.71,4.0,5.0,4.5,4.5,2.12,3,6
Kadak Kurkure Momos,145.67,149.0,15.28,129.0,159.0,4.27,4.4,0.23,4.0,4.4,17.67,16.0,7.64,11,26
Kadhai Meals,210.25,209.0,33.14,169.0,249.0,3.8,3.95,0.6,2.8,4.4,56.12,21.5,83.25,1,245
Kadhi Khichdi Thali,199.0,199.0,0.0,199.0,199.0,4.37,4.3,0.12,4.3,4.5,14.33,16.0,7.64,6,21
Kaju And Paneer,348.0,349.0,12.53,335.0,360.0,4.4,4.4,0.1,4.3,4.5,130.0,74.0,101.36,69,247
Kaju And Premium Sweets,527.52,470.0,156.1,316.0,784.0,4.56,4.9,0.75,2.2,5.0,27.2,6.0,48.98,3,217
Kaju Ki Sabji,174.5,174.5,0.0,174.5,174.5,3.58,3.5,0.45,3.2,4.1,5.5,4.0,3.0,4,10
Kaju Sweets,326.62,260.0,181.49,199.0,878.0,4.68,4.7,0.31,4.2,5.0,78.23,12.0,202.27,1,746
Kalakand ,140.0,140.0,,140.0,140.0,4.3,4.3,,4.3,4.3,7.0,7.0,,7,7
Kalakand Sweets,125.0,125.0,0.0,125.0,125.0,4.65,4.65,0.07,4.6,4.7,200.5,200.5,142.13,100,301
Kanji,80.0,80.0,,80.0,80.0,4.1,4.1,,4.1,4.1,5.0,5.0,,5,5
Kanti,188.75,200.0,38.98,120.0,220.0,4.45,4.45,0.55,3.7,5.0,25.25,7.0,35.6,3,88
Kanti And Kebab,256.67,255.0,39.33,200.0,300.0,4.0,4.1,0.33,3.4,4.3,114.17,83.0,102.56,7,261
Kantis,292.67,307.5,63.16,182.0,364.0,4.07,4.15,0.3,3.5,4.3,50.67,17.0,62.59,5,147
Karnataka Donne Biryani,405.0,419.0,37.82,349.0,449.0,4.3,4.3,0.37,3.8,4.7,18.4,8.0,20.09,5,53
Kashmiri BBQ,720.0,720.0,,720.0,720.0,3.9,3.9,,3.9,3.9,13.0,13.0,,13,13
Kashmiri Dishes,187.5,165.0,63.97,140.0,280.0,3.68,3.65,0.68,2.9,4.5,5.25,5.0,2.63,3,8
Kashmiri Food De Linz,479.89,259.0,350.79,230.0,1230.0,4.19,4.1,0.41,3.7,4.7,28.67,20.0,24.01,4,64
Kashmiri Speciality,595.0,595.0,240.42,425.0,765.0,3.3,3.3,0.28,3.1,3.5,7.0,7.0,0.0,7,7
Kashmiri Wazwan,404.67,418.0,23.09,378.0,418.0,3.73,3.3,0.84,3.2,4.7,7.67,9.0,3.21,4,10
Kashmiri chicken dishes family pack,400.0,400.0,0.0,400.0,400.0,4.0,4.0,0.42,3.7,4.3,13.0,13.0,5.66,9,17
Katakia Special,131.5,148.0,79.03,30.0,200.0,4.6,4.55,0.29,4.3,5.0,295.25,215.5,327.69,4,746
Kathi Roll,290.0,290.0,,290.0,290.0,4.0,4.0,,4.0,4.0,5.0,5.0,,5,5
Kathi Roll's,204.0,204.0,,204.0,204.0,4.9,4.9,,4.9,4.9,22.0,22.0,,22,22
Kathi Rolls,251.87,259.0,39.7,179.0,329.0,4.15,4.1,0.33,3.6,5.0,17.73,7.0,31.19,1,126
Katsu,449.0,449.0,,449.0,449.0,3.4,3.4,,3.4,3.4,3.0,3.0,,3,3
Kebab,285.4,280.0,43.23,236.0,390.0,4.33,4.3,0.53,3.1,5.0,23.73,8.0,37.86,2,150
Kebab Corner,312.33,309.0,35.12,279.0,349.0,4.6,4.8,0.53,4.0,5.0,3.0,3.0,0.0,3,3
Kebab Platter,436.0,428.0,22.15,426.0,486.0,4.59,4.7,0.43,3.8,5.0,8.0,9.0,7.12,1,20
Kebab's,315.0,315.0,,315.0,315.0,3.3,3.3,,3.3,3.3,6.0,6.0,,6,6
Kebabs,311.0,300.0,58.95,230.0,460.0,3.99,4.1,0.4,3.2,4.5,37.18,29.0,30.38,4,89
Kebabs & Barbeque,387.29,409.0,78.36,289.0,509.0,4.14,4.25,0.55,3.4,5.0,13.21,3.0,15.68,1,45
Kebabs & More (New),296.5,296.5,173.24,174.0,419.0,4.05,4.05,0.07,4.0,4.1,1.5,1.5,0.71,1,2
Kebabs & Tikkas,546.25,560.0,53.44,470.0,595.0,3.85,3.9,0.74,2.9,4.7,11.0,9.0,8.83,3,23
Kebabs Platter and Starters,392.64,349.0,202.3,239.0,979.0,4.32,4.3,0.44,3.6,5.0,14.0,12.0,9.42,3,34
Kebabs and Starters,720.68,677.0,213.74,347.0,987.0,4.58,4.6,0.37,3.2,5.0,50.32,17.0,62.43,1,219
Kebabs and Tikkas,323.13,339.0,29.56,259.0,349.0,4.46,4.55,0.47,2.9,5.0,6.83,5.5,4.8,1,21
Kerala Parotta [n],114.5,114.5,91.22,50.0,179.0,4.6,4.6,0.57,4.2,5.0,287.0,287.0,401.64,3,571
Keto Currys & Indian Breads,305.0,369.0,132.57,49.0,399.0,3.86,3.8,0.84,2.3,5.0,9.09,7.0,11.77,1,41
Keto Gourmet Breads & Bakery,119.0,119.0,0.0,119.0,119.0,5.0,5.0,0.0,5.0,5.0,72.0,72.0,28.28,52,92
Keto Omelette & Eggs,182.33,179.0,29.15,149.0,229.0,4.61,4.7,0.21,4.3,4.9,36.44,24.0,30.2,1,89
Keto Rolls,280.11,289.0,29.34,229.0,299.0,4.2,4.6,0.61,3.2,4.8,34.44,10.0,46.45,2,132
Keto Salad Bowls,317.0,339.0,34.93,279.0,349.0,4.54,4.5,0.26,4.3,4.9,11.4,6.0,9.99,1,24
Keto Sandwiches,157.33,159.0,7.53,149.0,169.0,4.28,4.25,0.28,4.0,4.8,174.33,132.5,97.77,90,353
Keto Stuffed Parathas,246.5,249.0,15.0,229.0,259.0,4.58,4.75,0.39,4.0,4.8,39.0,35.0,10.13,32,54
Keto and Salads,273.0,299.0,62.68,139.0,399.0,3.96,4.05,0.5,2.4,4.6,35.6,22.0,35.74,1,126
Khakhra,209.73,279.0,94.06,40.0,279.0,3.84,4.3,0.96,2.2,5.0,18.91,13.0,15.2,3,48
Khakra,80.0,80.0,0.0,80.0,80.0,4.75,4.75,0.21,4.6,4.9,22.5,22.5,0.71,22,23
Khaman,113.0,113.0,,113.0,113.0,4.3,4.3,,4.3,4.3,1.0,1.0,,1,1
Khaman's,65.0,65.0,,65.0,65.0,4.5,4.5,,4.5,4.5,69.0,69.0,,69,69
Khane Ke Saath,141.5,152.0,52.57,76.0,186.0,4.08,4.1,0.33,3.7,4.4,2.5,3.0,1.0,1,3
Khao Suey,539.29,525.0,62.68,475.0,625.0,4.26,4.2,0.38,3.8,4.8,12.14,2.0,20.29,1,57
Khari And Toast,146.0,140.0,27.93,120.0,180.0,4.7,4.6,0.17,4.6,5.0,3.4,3.0,3.29,1,9
Khari/Puffs,101.69,101.69,,101.69,101.69,5.0,5.0,,5.0,5.0,1.0,1.0,,1,1
Khazana-E-Basmati,264.0,275.0,39.66,220.0,297.0,3.77,3.7,0.31,3.5,4.1,14.0,18.0,9.64,3,21
Khichdi,236.83,200.0,74.58,150.0,372.0,4.26,4.25,0.44,3.7,5.0,17.0,7.5,20.98,1,73
Khichdi & Flavoured Rice,229.0,229.0,14.14,219.0,239.0,4.45,4.45,0.07,4.4,4.5,192.0,192.0,45.25,160,224
Khichdi Combo's,264.0,264.0,5.77,259.0,269.0,4.65,4.6,0.26,4.4,5.0,58.0,44.0,56.65,7,137
Khichu,67.0,70.0,9.75,55.0,80.0,4.76,4.9,0.34,4.2,5.0,11.0,9.0,7.62,3,19
Khichuri ,205.0,205.0,,205.0,205.0,4.6,4.6,,4.6,4.6,37.0,37.0,,37,37
Khoya Mix Sweets,120.0,120.0,,120.0,120.0,4.7,4.7,,4.7,4.7,233.0,233.0,,233,233
Khushbudar saag punjabi veg khajana,372.96,365.0,30.26,325.0,475.0,4.23,4.7,0.85,2.3,5.0,7.22,5.0,6.9,1,27
Khushiya Double,190.68,190.68,0.0,190.68,190.68,4.79,5.0,0.43,3.7,5.0,1.22,1.0,0.67,1,3
Kichadi,95.0,95.0,,95.0,95.0,4.5,4.5,,4.5,4.5,436.0,436.0,,436,436
Kid's Speical,104.76,104.76,0.0,104.76,104.76,4.7,4.7,0.42,4.4,5.0,4.0,4.0,2.83,2,6
Kids Donuts,466.67,400.0,133.33,400.0,666.67,4.75,4.85,0.31,4.3,5.0,15.25,13.0,14.48,2,33
Kids Friendly Millet Noodles,254.0,254.0,7.07,249.0,259.0,3.95,3.95,0.21,3.8,4.1,26.5,26.5,13.44,17,36
Kids Meal,221.8,250.0,69.51,99.0,270.0,4.52,4.5,0.38,4.1,5.0,3.2,3.0,0.84,2,4
Kids Menu,139.75,141.5,6.7,131.0,145.0,4.58,4.65,0.19,4.3,4.7,10.75,11.0,5.56,5,16
Kids Special,91.0,91.0,18.38,78.0,104.0,4.05,4.05,0.21,3.9,4.2,9.5,9.5,9.19,3,16
Kids Special - Pizza Party,349.0,349.0,28.28,329.0,369.0,4.45,4.45,0.07,4.4,4.5,1.0,1.0,0.0,1,1
Kilo Biryani (Serves 2-3),459.0,459.0,0.0,459.0,459.0,3.75,3.75,0.49,3.4,4.1,1.5,1.5,0.71,1,2
Kimbab  and Sushi,381.33,395.0,27.21,350.0,399.0,4.73,4.6,0.23,4.6,5.0,6.33,5.0,4.16,3,11
Kimbap,340.56,399.0,93.24,180.0,429.0,4.33,4.3,0.55,3.4,5.0,5.22,5.0,1.72,3,8
Kings Collection ( Premium Burgers ),353.54,333.0,50.89,278.0,458.0,4.31,4.3,0.46,2.7,5.0,11.27,2.0,39.17,1,386
Kitchen Items,50.5,50.5,7.78,45.0,56.0,4.6,4.6,0.14,4.5,4.7,103.5,103.5,70.0,54,153
Kitchen Stories,260.0,260.0,56.57,220.0,300.0,4.55,4.55,0.21,4.4,4.7,9.5,9.5,2.12,8,11
Kofta Curries,422.0,422.0,,422.0,422.0,4.8,4.8,,4.8,4.8,1.0,1.0,,1,1
Kofta Sabzi's,375.0,375.0,,375.0,375.0,4.1,4.1,,4.1,4.1,13.0,13.0,,13,13
Kofte,275.0,270.0,10.0,270.0,290.0,3.97,3.95,0.28,3.7,4.3,114.5,97.0,60.41,63,201
Kofte Ki Sabji,156.5,161.5,9.19,146.5,164.0,3.44,3.2,0.54,2.8,4.0,13.8,3.0,14.79,3,30
Kolkata Biryani,289.0,289.0,,289.0,289.0,4.3,4.3,,4.3,4.3,713.0,713.0,,713,713
Kolkata Dum Biryani,450.47,435.0,139.52,261.0,690.2,4.38,4.4,0.21,4.1,4.6,45.5,41.0,37.35,6,99
Kolkata Special Biryani,249.5,249.5,55.86,210.0,289.0,4.55,4.55,0.49,4.2,4.9,67.5,67.5,68.59,19,116
Kom Momos Platter,355.0,355.0,21.21,340.0,370.0,4.6,4.6,0.28,4.4,4.8,4.0,4.0,1.41,3,5
Koozi,286.67,280.0,11.55,280.0,300.0,4.23,4.3,0.31,3.9,4.5,114.67,59.0,96.42,59,226
Koozi And Manthi,428.75,365.0,249.71,190.0,990.0,4.4,4.35,0.42,3.6,5.0,25.75,13.0,26.89,3,74
Korean,234.22,220.0,54.25,170.0,360.0,4.5,4.4,0.24,4.2,4.8,9.11,4.0,9.75,3,29
Korean Appetizers,601.0,589.0,135.17,499.0,829.0,4.76,4.9,0.3,4.3,5.0,10.4,9.0,10.04,2,27
Korean Bowls,346.89,354.0,31.88,299.0,389.0,4.22,4.3,0.54,2.9,5.0,12.69,7.0,19.18,1,107
Korean Burgers & Wraps,202.95,189.0,94.11,99.0,379.0,4.06,4.0,0.58,2.7,5.0,6.16,3.0,7.57,1,38
Korean Fried Chicken,479.0,479.0,,479.0,479.0,4.4,4.4,,4.4,4.4,7.0,7.0,,7,7
Korean Momo (Newly Launched),321.37,319.0,26.04,299.0,369.0,4.07,4.15,0.45,2.6,4.8,12.21,5.0,16.31,1,79
Korean Snacks,155.0,155.0,127.28,65.0,245.0,5.0,5.0,0.0,5.0,5.0,10.0,10.0,2.83,8,12
Korean Specials,239.59,199.0,62.9,149.0,319.0,4.59,4.7,0.4,3.8,5.0,3.59,3.0,2.74,1,9
Korean Spicy Fest(Limited Time Only),319.24,299.0,93.22,159.0,509.0,4.33,4.4,0.43,1.8,5.0,7.47,3.0,10.03,1,88
Korean Spicy Range,68.0,68.0,,68.0,68.0,4.8,4.8,,4.8,4.8,4.0,4.0,,4,4
Korean Thali,449.0,449.0,,449.0,449.0,4.8,4.8,,4.8,4.8,4.0,4.0,,4,4
Kothu Parotta Corner,209.0,209.0,28.28,189.0,229.0,4.1,4.1,0.14,4.0,4.2,9.5,9.5,10.61,2,17
Krispy Kreme Doughnuts and Coffee,121.13,125.0,11.53,100.0,129.0,4.2,4.3,0.4,3.6,5.0,3.83,2.0,3.3,1,12
Kuch Meeta Ho Jaye,120.0,120.0,,120.0,120.0,3.4,3.4,,3.4,3.4,45.0,45.0,,45,45
Kuch Meetha Ho Jaye,330.0,380.0,248.8,60.0,550.0,4.57,4.6,0.15,4.4,4.7,67.33,30.0,88.14,4,168
Kukkad Da Chakkar {chicken Mains},445.0,445.0,0.0,445.0,445.0,3.88,3.9,0.38,3.5,4.2,18.75,15.0,16.3,5,40
Kulcha,117.5,117.5,31.82,95.0,140.0,4.8,4.8,0.28,4.6,5.0,31.0,31.0,16.97,19,43
Kulcha Lunchbox,256.11,269.0,37.53,189.0,319.0,4.38,4.5,0.52,2.1,5.0,18.92,7.0,30.6,1,207
Kulfi,95.97,63.56,50.27,50.0,250.0,4.65,4.7,0.34,2.7,5.0,45.66,25.0,51.34,1,222
Kulfi & Ice Cream,170.0,170.0,0.0,170.0,170.0,4.7,4.8,0.41,4.0,5.0,2.2,1.0,2.17,1,6
Kulfi Falooda,229.0,229.0,,229.0,229.0,3.3,3.3,,3.3,3.3,6.0,6.0,,6,6
Kulfi Faluda,140.0,140.0,14.14,130.0,150.0,4.05,4.05,0.07,4.0,4.1,7.0,7.0,0.0,7,7
Kulfi Rabdi,199.0,199.0,,199.0,199.0,3.3,3.3,,3.3,3.3,2.0,2.0,,2,2
Kulfi Special,73.33,80.0,11.55,60.0,80.0,4.8,4.8,0.2,4.6,5.0,51.33,6.0,81.13,3,145
Kulfies,45.25,46.18,11.6,29.66,60.0,4.2,4.55,0.89,2.9,5.0,2.62,3.0,0.74,1,3
Kulfis,53.6,53.6,0.0,53.6,53.6,4.73,4.7,0.06,4.7,4.8,2.0,1.0,1.73,1,4
Kunafa,762.71,762.71,359.55,508.47,1016.95,4.0,4.0,0.42,3.7,4.3,2.0,2.0,0.0,2,2
Kunafa Creations,395.0,395.0,,395.0,395.0,5.0,5.0,,5.0,5.0,23.0,23.0,,23,23
Kuzhimanthi (Arabic),319.0,319.0,,319.0,319.0,4.1,4.1,,4.1,4.1,4.0,4.0,,4,4
LATE NIGHT SPECIALS (STARTING AT 199),385.83,299.0,210.78,199.0,799.0,4.02,4.1,0.6,2.8,5.0,2.26,2.0,1.85,1,12
Laddu,210.0,210.0,0.0,210.0,210.0,3.87,4.4,1.01,2.7,4.5,215.33,179.0,195.05,41,426
Laddu Collection,980.0,980.0,,980.0,980.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5,5
Laddu Speical,143.33,125.0,50.68,115.0,275.0,4.62,4.7,0.25,4.0,4.8,106.33,47.0,136.97,4,419
Laddu and Soan Papdi,101.67,110.0,22.29,70.0,120.0,4.4,4.45,0.45,3.6,4.8,22.5,14.5,25.85,4,73
Ladoo,198.0,198.0,14.14,188.0,208.0,4.85,4.85,0.21,4.7,5.0,12.0,12.0,11.31,4,20
Ladoo & Boondi,130.0,110.0,34.64,110.0,170.0,4.43,4.7,0.55,3.8,4.8,9.33,7.0,7.77,3,18
Lalaji Dahi Se,25.0,25.0,7.07,20.0,30.0,3.9,3.9,0.57,3.5,4.3,7.0,7.0,1.41,6,8
Lamb,570.0,570.0,,570.0,570.0,3.8,3.8,,3.8,3.8,3.0,3.0,,3,3
Lambs,579.0,579.0,0.0,579.0,579.0,4.27,4.4,0.67,3.2,5.0,5.33,3.5,4.55,1,12
Lamen Fried (Flat Noodles Dry),362.33,349.0,32.15,339.0,399.0,3.67,4.0,0.67,2.9,4.1,2.0,2.0,1.0,1,3
Land Of Thousand Spices,491.25,520.0,83.4,360.0,620.0,4.26,4.35,0.61,3.3,5.0,31.0,19.0,31.27,9,103
Laphing Section,100.0,100.0,,100.0,100.0,4.5,4.5,,4.5,4.5,3.0,3.0,,3,3
Large Pizza ,594.0,599.0,145.21,429.0,749.0,4.09,4.15,0.16,3.8,4.2,209.38,133.0,225.87,76,752
Large Plates,597.06,550.0,206.98,490.0,1375.0,4.48,4.6,0.38,3.8,5.0,74.12,48.0,114.75,1,486
Lasagne,366.4,325.0,110.21,299.0,560.0,3.92,4.0,1.06,2.2,4.8,9.0,8.0,6.44,3,19
Lassi,141.89,145.0,44.89,70.0,200.0,4.2,4.4,0.63,2.7,5.0,16.78,7.0,20.78,1,72
Lassi & Buttermilk,132.33,159.0,46.19,79.0,159.0,4.6,4.6,0.4,4.2,5.0,1.67,1.0,1.15,1,3
Lassi & Chai,68.4,48.0,32.97,45.0,119.0,4.3,4.4,0.38,3.7,4.7,198.6,30.0,249.91,6,504
Lassi & Mocktails,134.29,120.0,35.99,80.0,170.0,3.93,4.4,1.0,2.7,5.0,11.0,10.0,4.58,5,18
Lassi & Raita,42.5,42.5,24.75,25.0,60.0,4.35,4.35,0.07,4.3,4.4,564.0,564.0,472.35,230,898
Lassi / Milk Badam / Thandai / Aam Panna,112.5,105.0,50.58,70.0,170.0,4.3,4.2,0.27,4.1,4.7,21.75,6.5,32.21,4,70
Lassi Or Chaas,71.43,71.43,,71.43,71.43,4.6,4.6,,4.6,4.6,222.0,222.0,,222,222
Late Night Bestsellers,149.96,154.0,76.11,14.0,299.0,4.24,4.2,0.28,3.7,4.8,82.89,43.0,69.12,16,227
Late Night Binge Combos,350.0,350.0,0.0,350.0,350.0,4.3,4.3,0.0,4.3,4.3,1.0,1.0,0.0,1,1
Late Night Cravings,252.11,226.0,53.04,216.0,376.0,4.45,4.55,0.46,3.5,5.0,2.0,1.0,2.14,1,10
Late Night Non-Veg,499.0,499.0,0.0,499.0,499.0,3.9,4.2,0.94,2.3,4.8,12.0,5.0,14.35,1,35
Late Night Special,379.0,379.0,,379.0,379.0,4.8,4.8,,4.8,4.8,10.0,10.0,,10,10
